NCBI_Refseq	GTDB_Phylum	GTDB_Class	GTDB_Order	GTDB_Family	GTDB_Genus	GTDB_Species	Isolation Source
GCA_001872455	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	UBA8950	UBA8950 sp001872455	freshwater enviroment
GCA_002029975	Firmicutes_A	Clostridia	Peptostreptococcales	Acidaminobacteraceae	ML8-F1	ML8-F1 sp002029975	freshwater enviroment
GCA_002347925	Chloroflexota	UBA2235	UBA12225	UBA12225	UBA12225	UBA12225 sp002347925	freshwater enviroment
GCA_002774355	Marinisomatota	UBA2242	UBA2242	UBA2242	0-14-0-20-45-22	0-14-0-20-45-22 sp002774355	freshwater enviroment
GCA_002791595	Zixibacteria	MSB-5A5	UM-FILTER-46-8	UM-FILTER-46-8	UM-FILTER-46-8	UM-FILTER-46-8 sp002791595	freshwater enviroment
GCA_002839185	Synergistota	Synergistia	Synergistales	Synergistaceae	Syner-03	Syner-03 sp002839185	freshwater enviroment
GCA_002839825	Bacteroidota	Kapabacteria	Kapabacteriales	UBA2268	PGYU01	PGYU01 sp002839825	freshwater enviroment
GCA_002839855	Goldbacteria	PGYV01	PGYV01	PGYV01	PGYV01	PGYV01 sp002839855	freshwater enviroment
GCA_002840285	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	PHAE01	PHAE01 sp002840285	freshwater enviroment
GCA_002840355	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9959	UBA9959 sp002840355	freshwater enviroment
GCA_002840975	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA6244	UBA6244 sp002840975	freshwater enviroment
GCA_002842085	Chloroflexota	Anaerolineae	CG2-30-64-16	CG2-30-64-16	CG2-30-64-16	CG2-30-64-16 sp002842085	freshwater enviroment
GCA_002842095	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	HGW-BRC1-1	HGW-BRC1-1 sp002842095	freshwater enviroment
GCA_002842515	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp002842515	freshwater enviroment
GCA_002842755	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA6192	UBA6192 sp002842755	freshwater enviroment
GCA_002843005	Actinobacteriota	RBG-13-55-18	Fen-727	Fen-727	PHEX01	PHEX01 sp002843005	freshwater enviroment
GCA_003450815	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9634	UBA9634 sp003450815	freshwater enviroment
GCA_003477045	Delongbacteria	UBA4055	UBA4055	UBA4055	UBA12480	UBA12480 sp003477045	freshwater enviroment
GCA_003671055	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-140-MAGs142	F1-140-MAGs142 sp003671055	freshwater enviroment
GCA_003671075	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	QWPT01	QWPT01 sp003671075	freshwater enviroment
GCA_004322425	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	VBAS01	VBAS01 sp004322425	freshwater enviroment
GCA_009691725	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-60-MAGs104	F1-60-MAGs104 sp009691725	freshwater enviroment
GCA_009691765	Planctomycetota	GCA-002687715	GCA-002687715	GCA-002687715	SXUL01	SXUL01 sp009691765	freshwater enviroment
GCA_009691785	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	SYAC01	SYAC01 sp009691785	freshwater enviroment
GCA_009691805	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-140-MAGs142	F1-140-MAGs142 sp009691805	freshwater enviroment
GCA_009691915	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-60-MAGs104	F1-60-MAGs104 sp009691915	freshwater enviroment
GCA_009692045	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	SYPI01	SYPI01 sp009692045	freshwater enviroment
GCA_009692115	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	JABFSM01 sp009692115	freshwater enviroment
GCA_009693575	Bacteroidota	Bacteroidia	NS11-12g	SHWZ01	SHWZ01	SHWZ01 sp009693575	freshwater enviroment
GCA_009694435	Actinobacteriota	Acidimicrobiia	IMCC26256	PALSA-555	SHUY01	SHUY01 sp009694435	freshwater enviroment
GCA_009704535	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Pontimonas	Pontimonas sp009704535	freshwater enviroment
GCA_009773155	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA2231	UBA2231 sp009773155	freshwater enviroment
GCA_009773735	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA2212	UBA2212 sp009773735	freshwater enviroment
GCA_009885945	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	OLB14	OLB14 sp009885945	freshwater enviroment
GCA_009923455	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Aquiluna	Aquiluna sp009923455	freshwater enviroment
GCA_009925875	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	RFQD01	RFQD01 sp009925875	freshwater enviroment
GCA_009926625	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-60-MAGs104	F1-60-MAGs104 sp009926625	freshwater enviroment
GCA_009926865	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	UBA964	UBA964 sp009926865	freshwater enviroment
GCA_009927485	Bacteroidota	Bacteroidia	UBA7662	UBA7662	SYHX01	SYHX01 sp009927485	freshwater enviroment
GCA_009928005	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp009928005	freshwater enviroment
GCA_013140635	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	JABFSM01 sp013140635	freshwater enviroment
GCA_013140805	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	RBG-16-71-46	JABFRW01	JABFRW01 sp013140805	freshwater enviroment
GCA_013140985	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp013140985	freshwater enviroment
GCA_013141055	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	ELB16-189 sp013141055	freshwater enviroment
GCA_013141385	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	UBA8529	UBA8529 sp013141385	freshwater enviroment
GCA_013376995	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Cfx3-02	Cfx3-02 sp013376995	freshwater enviroment
GCA_013824685	Caldisericota	Caldisericia	Cryosericales	Cryosericaceae	Cryosericum	Cryosericum sp013824685	freshwater enviroment
GCA_014376435	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio sp014376435	freshwater enviroment
GCA_903821715	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp903821715	freshwater enviroment
GCA_903821875	Spirochaetota	Spirochaetia	Treponematales	UBA8932	CAIJMU01	CAIJMU01 sp903821875	freshwater enviroment
GCA_903822495	Chloroflexota	Ellin6529	CSP1-4	CSP1-4	CAIJPD01	CAIJPD01 sp903822495	freshwater enviroment
GCA_903825395	Bacteroidota	Bacteroidia	Flavobacteriales	CAIKAF01	CAIKAF01	CAIKAF01 sp903825395	freshwater enviroment
GCA_903831575	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp903831575	freshwater enviroment
GCA_903832165	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481 sp903832165	freshwater enviroment
GCA_903834785	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	CAILKP01	CAILKP01 sp903834785	freshwater enviroment
GCA_903834845	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903834845	freshwater enviroment
GCA_903837495	Bacteroidota	Bacteroidia	Flavobacteriales	CAIKAF01	CAIKAF01	CAIKAF01 sp903837495	freshwater enviroment
GCA_903837525	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp903837525	freshwater enviroment
GCA_903843285	Omnitrophota	Koll11	UBA1560	2-01-FULL-45-10	CAIMPC01	CAIMPC01 sp903843285	freshwater enviroment
GCA_903844055	Firmicutes	Bacilli	Izemoplasmatales	UBA5603	UBA12489	UBA12489 sp903844055	freshwater enviroment
GCA_903844815	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp903844815	freshwater enviroment
GCA_903844845	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA1222	SURF-27	SURF-27 sp903844845	freshwater enviroment
GCA_903844855	Actinobacteriota	Actinomycetia	Nanopelagicales	Nanopelagicaceae	GCA-2737595	GCA-2737595 sp903844855	freshwater enviroment
GCA_903845135	Firmicutes	Bacilli	RFN20	CAG-826	UBA970	UBA970 sp903845135	freshwater enviroment
GCA_903847585	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	CAINEC01	CAINEC01 sp903847585	freshwater enviroment
GCA_903850915	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903850915	freshwater enviroment
GCA_903856555	Bacteroidota	Bacteroidia	UBA7662	UBA7662	SYHX01	SYHX01 sp903856555	freshwater enviroment
GCA_903862655	Bacteroidota	Kapabacteria	Kapabacteriales	UBA2268	CAIOZA01	CAIOZA01 sp903862655	freshwater enviroment
GCA_903865435	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	Sediminibacterium sp903865435	freshwater enviroment
GCA_903865935	WOR-3	WOR-3	UBA2258	CAIPLT01	CAIPLT01	CAIPLT01 sp903865935	freshwater enviroment
GCA_903868125	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAIPUE01	CAIPUE01 sp903868125	freshwater enviroment
GCA_903872065	Chloroflexota	Anaerolineae	Anaerolineales	UBA4823	CAIQJJ01	CAIQJJ01 sp903872065	freshwater enviroment
GCA_903875215	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	UBA5195	UBA5195 sp903875215	freshwater enviroment
GCA_903879995	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp903879995	freshwater enviroment
GCA_903881265	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	OLB11	OLB11 sp903881265	freshwater enviroment
GCA_903881665	Bacteroidota	Bacteroidia	AKYH767-A	OLB10	CAINEC01	CAINEC01 sp903881665	freshwater enviroment
GCA_903883965	Bacteroidota	Bacteroidia	NS11-12g	UKL13-3	CAISCU01	CAISCU01 sp903883965	freshwater enviroment
GCA_903884455	Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	RBG-13-51-36	RBG-13-51-36 sp903884455	freshwater enviroment
GCA_903885195	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	UBA964	UBA964 sp903885195	freshwater enviroment
GCA_903887175	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	Rhodoluna sp903887175	freshwater enviroment
GCA_903889425	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	UBA965	UBA965 sp903889425	freshwater enviroment
GCA_903891095	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	QWPT01	QWPT01 sp903891095	freshwater enviroment
GCA_903891165	Myxococcota	UBA796	UBA796	SXON01	CAITDR01	CAITDR01 sp903891165	freshwater enviroment
GCA_903896595	Verrucomicrobiota	Lentisphaeria	UBA1407	CAITYL01	CAITYL01	CAITYL01 sp903896595	freshwater enviroment
GCA_903897855	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903897855	freshwater enviroment
GCA_903900265	Myxococcota	UBA796	UBA796	SXON01	CAIUMM01	CAIUMM01 sp903900265	freshwater enviroment
GCA_903901045	Planctomycetota	Brocadiae	CAIUPP01	CAIUPP01	CAIUPP01	CAIUPP01 sp903901045	freshwater enviroment
GCA_903901975	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp903901975	freshwater enviroment
GCA_903907885	Bacteroidota	Bacteroidia	NS11-12g	UKL13-3	RGVD01	RGVD01 sp903907885	freshwater enviroment
GCA_903909605	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	Rhodoluna sp903909605	freshwater enviroment
GCA_903910445	Bacteroidota	Bacteroidia	NS11-12g	CAINMV01	CAINMV01	CAINMV01 sp903910445	freshwater enviroment
GCA_903911135	Bacteroidota	Bacteroidia	AKYH767-A	JABDAW01	JABDAW01	JABDAW01 sp903911135	freshwater enviroment
GCA_903911145	Myxococcota	Myxococcia	Myxococcales	40CM-4-68-19	CAIWCD01	CAIWCD01 sp903911145	freshwater enviroment
GCA_903915465	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	FEN-979	FEN-979 sp903915465	freshwater enviroment
GCA_903916595	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIRDP01	CAIRDP01 sp903916595	freshwater enviroment
GCA_903919925	Bacteroidota	Bacteroidia	Bacteroidales	UBA12481	UBA12481	UBA12481 sp903919925	freshwater enviroment
GCA_903925955	Chloroflexota	Ellin6529	CSP1-4	CSP1-4	CAIXZV01	CAIXZV01 sp903925955	freshwater enviroment
GCA_903927265	Actinobacteriota	Actinomycetia	Nanopelagicales	CAIYMF01	CAIYMF01	CAIYMF01 sp903927265	freshwater enviroment
GCA_903927345	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas sp903927345	freshwater enviroment
GCA_903927725	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	SYIB01	SYIB01 sp903927725	freshwater enviroment
GCA_903927965	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	JAAFHB01	JAAFHB01 sp903927965	freshwater enviroment
GCA_903928285	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIVAT01	CAIVAT01 sp903928285	freshwater enviroment
GCA_903929065	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter sp903929065	freshwater enviroment
GCA_903933805	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	M3007	M3007 sp903933805	freshwater enviroment
GCA_903935175	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Rhodoluna	Rhodoluna sp903935175	freshwater enviroment
GCA_903939735	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriaceae	UBA10438	UBA10438 sp903939735	freshwater enviroment
GCA_903944895	Bacteroidota	Bacteroidia	Bacteroidales	4484-276	CAJATL01	CAJATL01 sp903944895	freshwater enviroment
GCA_903945175	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	CAIVAT01	CAIVAT01 sp903945175	freshwater enviroment
GCA_903957365	Bacteroidota	Bacteroidia	Bacteroidales	F082	UBA6192	UBA6192 sp903957365	freshwater enviroment
GCA_903960135	Actinobacteriota	Actinomycetia	Nanopelagicales	S36-B12	GCA-2737125	GCA-2737125 sp903960135	freshwater enviroment
GCA_903960645	Actinobacteriota	Thermoleophilia	Gaiellales	F1-60-MAGs149	F1-60-MAGs149	F1-60-MAGs149 sp903960645	freshwater enviroment
GCA_903961015	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	F1-60-MAGs104	F1-60-MAGs104 sp903961015	freshwater enviroment
GCF_009371885	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium tibiigranuli	freshwater enviroment
GCF_009828765	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp009828765	freshwater enviroment
GCA_000431155	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp000431155	host
GCA_000431215	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215	host
GCA_000431235	Firmicutes	Bacilli	ML615J-28	CAG-698	CAG-698	CAG-698 sp000431235	host
GCA_000431535	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000431535	host
GCA_000431795	Firmicutes	Bacilli	RF39	UBA660	CAG-302	CAG-302 sp000431795	host
GCA_000431835	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835	host
GCA_000432595	Firmicutes	Bacilli	RF39	UBA660	CAG-710	CAG-710 sp000432595	host
GCA_000432775	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	CAG-831 sp000432775	host
GCA_000432895	Firmicutes	Bacilli	RFN20	CAG-449	CAG-449	CAG-449 sp000432895	host
GCA_000433035	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp000433035	host
GCA_000433355	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp000433355	host
GCA_000433475	Firmicutes	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp000433475	host
GCA_000433675	Firmicutes	Bacilli	RF39	UBA660	CAG-433	CAG-433 sp000433675	host
GCA_000433875	Firmicutes	Bacilli	RF39	UBA660	CAG-884	CAG-884 sp000433875	host
GCA_000434055	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434055	host
GCA_000434175	Firmicutes	Bacilli	RF39	UBA660	CAG-611	CAG-611 sp000434175	host
GCA_000434555	Firmicutes	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp000434555	host
GCA_000434635	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	CAG-110 sp000434635	host
GCA_000434835	Firmicutes	Bacilli	RF39	UBA660	CAG-594	CAG-594 sp000434835	host
GCA_000434935	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp000434935	host
GCA_000435075	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp000435075	host
GCA_000435475	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp000435475	host
